transaction_id,transaction_date,transaction_time,store_location,product_category,product_type,unit_price,quantity,total_sales
148,2024-01-09,19:32:00,Downtown,Bakery,Chocolate Chip Cookie,2.5,1,2.5
149,2024-01-09,17:42:00,Riverside,Tea,Green Tea,3.0,3,9.0
150,2024-01-09,18:06:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
151,2024-01-09,13:01:00,Riverside,Coffee,Cappuccino,4.0,1,4.0
152,2024-01-09,10:57:00,Uptown Mall,Tea,Herbal Blend,3.1,1,3.1
153,2024-01-09,10:53:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
154,2024-01-09,18:12:00,Riverside,Coffee,Mocha,4.75,1,4.75
155,2024-01-09,17:14:00,Downtown,Tea,Earl Grey,3.0,1,3.0
156,2024-01-09,18:15:00,Riverside,Coffee,Cappuccino,4.0,1,4.0
157,2024-01-09,18:28:00,Uptown Mall,Bakery,Bagel,2.75,1,2.75
158,2024-01-09,17:28:00,Uptown Mall,Tea,Chai Latte,4.1,2,8.2
159,2024-01-09,11:39:00,Uptown Mall,Tea,Green Tea,3.0,1,3.0
160,2024-01-09,12:44:00,Uptown Mall,Coffee,Mocha,4.75,1,4.75
161,2024-01-09,14:03:00,Riverside,Coffee,Espresso,2.75,1,2.75
162,2024-01-10,17:06:00,Downtown,Coffee,Americano,3.25,1,3.25
163,2024-01-10,15:29:00,Downtown,Coffee,Mocha,4.75,1,4.75
164,2024-01-10,10:06:00,Uptown Mall,Coffee,Cappuccino,4.0,1,4.0
165,2024-01-10,13:24:00,Downtown,Coffee,Espresso,2.75,1,2.75
166,2024-01-10,13:15:00,Downtown,Bakery,Blueberry Muffin,3.25,2,6.5
167,2024-01-10,12:44:00,Downtown,Coffee,Mocha,4.75,1,4.75
168,2024-01-10,12:27:00,Riverside,Merchandise,Ground Coffee Bag,14.5,1,14.5
169,2024-01-10,06:05:00,Uptown Mall,Coffee,Americano,3.25,1,3.25
170,2024-01-10,08:06:00,Riverside,Coffee,Espresso,2.75,1,2.75
171,2024-01-10,13:29:00,Uptown Mall,Coffee,Espresso,2.75,1,2.75
172,2024-01-10,12:09:00,Uptown Mall,Bakery,Croissant,3.5,1,3.5
173,2024-01-10,09:58:00,Riverside,Bakery,Blueberry Muffin,3.25,2,6.5
174,2024-01-10,16:48:00,Downtown,Merchandise,Reusable Cup,9.0,1,9.0
175,2024-01-10,14:38:00,Downtown,Bakery,Croissant,3.5,1,3.5
176,2024-01-10,16:20:00,Downtown,Coffee,Latte,4.25,1,4.25
177,2024-01-11,10:44:00,Downtown,Bakery,Croissant,3.5,1,3.5
178,2024-01-11,14:40:00,Downtown,Bakery,Croissant,3.5,1,3.5
179,2024-01-11,07:59:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
180,2024-01-11,19:34:00,Downtown,Coffee,Americano,3.25,1,3.25
181,2024-01-11,08:37:00,Downtown,Bakery,Bagel,2.75,1,2.75
182,2024-01-11,14:58:00,Riverside,Coffee,Cappuccino,4.0,1,4.0
183,2024-01-11,08:13:00,Uptown Mall,Coffee,Mocha,4.75,1,4.75
184,2024-01-11,14:45:00,Downtown,Coffee,Americano,3.25,1,3.25
185,2024-01-11,09:45:00,Uptown Mall,Bakery,Chocolate Chip Cookie,2.5,1,2.5
186,2024-01-11,13:21:00,Uptown Mall,Coffee,Mocha,4.75,1,4.75
187,2024-01-11,16:53:00,Downtown,Coffee,Americano,3.25,1,3.25
188,2024-01-11,08:40:00,Downtown,Tea,Chai Latte,4.1,2,8.2
189,2024-01-11,09:12:00,Riverside,Bakery,Croissant,3.5,2,7.0
190,2024-01-11,18:05:00,Riverside,Bakery,Chocolate Chip Cookie,2.5,1,2.5
191,2024-01-11,19:34:00,Downtown,Bakery,Chocolate Chip Cookie,2.5,1,2.5
192,2024-01-11,18:00:00,Downtown,Merchandise,Reusable Cup,9.0,1,9.0
193,2024-01-11,08:58:00,Downtown,Bakery,Croissant,3.5,1,3.5
194,2024-01-11,18:20:00,Downtown,Bakery,Bagel,2.75,1,2.75
195,2024-01-11,06:36:00,Uptown Mall,Tea,Earl Grey,3.0,1,3.0
196,2024-01-11,08:46:00,Downtown,Coffee,Espresso,2.75,1,2.75
197,2024-01-12,15:43:00,Uptown Mall,Coffee,Latte,4.25,1,4.25
198,2024-01-12,14:52:00,Downtown,Coffee,Latte,4.25,1,4.25
199,2024-01-12,08:27:00,Riverside,Coffee,Mocha,4.75,1,4.75
200,2024-01-12,07:57:00,Riverside,Coffee,Latte,4.25,1,4.25
201,2024-01-12,07:18:00,Downtown,Coffee,Mocha,4.75,1,4.75
202,2024-01-12,07:59:00,Uptown Mall,Bakery,Bagel,2.75,2,5.5
203,2024-01-12,07:13:00,Downtown,Merchandise,Reusable Cup,9.0,1,9.0
204,2024-01-12,16:37:00,Riverside,Coffee,Americano,3.25,2,6.5
205,2024-01-12,09:22:00,Uptown Mall,Coffee,Espresso,2.75,1,2.75
206,2024-01-12,17:22:00,Downtown,Bakery,Chocolate Chip Cookie,2.5,1,2.5
207,2024-01-12,16:24:00,Uptown Mall,Bakery,Croissant,3.5,1,3.5
208,2024-01-12,11:15:00,Uptown Mall,Bakery,Croissant,3.5,1,3.5
209,2024-01-12,11:52:00,Downtown,Coffee,Americano,3.25,1,3.25
210,2024-01-13,18:43:00,Riverside,Bakery,Chocolate Chip Cookie,2.5,1,2.5
211,2024-01-13,06:56:00,Uptown Mall,Coffee,Latte,4.25,1,4.25
212,2024-01-13,13:23:00,Riverside,Bakery,Blueberry Muffin,3.25,1,3.25
213,2024-01-13,11:07:00,Uptown Mall,Coffee,Americano,3.25,1,3.25
214,2024-01-13,19:57:00,Riverside,Coffee,Mocha,4.75,1,4.75
215,2024-01-13,11:07:00,Uptown Mall,Coffee,Latte,4.25,1,4.25
216,2024-01-13,14:31:00,Downtown,Coffee,Mocha,4.75,1,4.75
217,2024-01-13,07:49:00,Riverside,Coffee,Americano,3.25,3,9.75
218,2024-01-13,08:33:00,Downtown,Coffee,Mocha,4.75,2,9.5
219,2024-01-13,15:37:00,Uptown Mall,Coffee,Espresso,2.75,1,2.75
220,2024-01-13,08:17:00,Downtown,Bakery,Bagel,2.75,2,5.5
221,2024-01-13,09:16:00,Downtown,Coffee,Americano,3.25,3,9.75
222,2024-01-13,07:29:00,Riverside,Coffee,Cold Brew,4.5,1,4.5
223,2024-01-13,11:43:00,Riverside,Merchandise,Ground Coffee Bag,14.5,1,14.5
224,2024-01-13,14:31:00,Uptown Mall,Tea,Earl Grey,3.0,1,3.0
225,2024-01-13,19:50:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
226,2024-01-13,18:27:00,Uptown Mall,Coffee,Latte,4.25,1,4.25
227,2024-01-13,11:56:00,Downtown,Tea,Earl Grey,3.0,1,3.0
228,2024-01-13,11:35:00,Riverside,Bakery,Blueberry Muffin,3.25,1,3.25
229,2024-01-13,08:38:00,Downtown,Merchandise,Reusable Cup,9.0,1,9.0
230,2024-01-13,12:19:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
231,2024-01-13,10:01:00,Downtown,Tea,Earl Grey,3.0,1,3.0
232,2024-01-13,16:54:00,Downtown,Coffee,Espresso,2.75,2,5.5
233,2024-01-13,16:08:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
234,2024-01-13,18:32:00,Riverside,Tea,Herbal Blend,3.1,1,3.1
235,2024-01-13,16:15:00,Riverside,Merchandise,Reusable Cup,9.0,1,9.0
236,2024-01-14,12:41:00,Downtown,Merchandise,Ground Coffee Bag,14.5,1,14.5
237,2024-01-14,18:10:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
238,2024-01-14,17:32:00,Riverside,Bakery,Bagel,2.75,1,2.75
239,2024-01-14,10:57:00,Uptown Mall,Tea,Herbal Blend,3.1,1,3.1
240,2024-01-14,06:44:00,Uptown Mall,Bakery,Bagel,2.75,3,8.25
241,2024-01-14,12:36:00,Downtown,Bakery,Croissant,3.5,1,3.5
242,2024-01-14,12:35:00,Downtown,Coffee,Americano,3.25,1,3.25
243,2024-01-14,17:21:00,Downtown,Coffee,Americano,3.25,2,6.5
244,2024-01-14,07:50:00,Downtown,Coffee,Espresso,2.75,1,2.75
245,2024-01-14,07:17:00,Uptown Mall,Bakery,Chocolate Chip Cookie,2.5,1,2.5
246,2024-01-14,11:37:00,Uptown Mall,Coffee,Latte,4.25,1,4.25
247,2024-01-14,06:14:00,Uptown Mall,Merchandise,Reusable Cup,9.0,1,9.0
248,2024-01-14,12:06:00,Uptown Mall,Bakery,Blueberry Muffin,3.25,1,3.25
249,2024-01-14,11:17:00,Riverside,Coffee,Espresso,2.75,1,2.75
250,2024-01-14,06:59:00,Riverside,Tea,Earl Grey,3.0,3,9.0
251,2024-01-15,10:19:00,Riverside,Bakery,Croissant,3.5,3,10.5
252,2024-01-15,06:19:00,Downtown,Coffee,Latte,4.25,1,4.25
253,2024-01-15,19:24:00,Downtown,Bakery,Bagel,2.75,2,5.5
254,2024-01-15,17:16:00,Uptown Mall,Bakery,Chocolate Chip Cookie,2.5,1,2.5
255,2024-01-15,10:09:00,Riverside,Bakery,Croissant,3.5,1,3.5
256,2024-01-15,06:51:00,Downtown,Coffee,Americano,3.25,1,3.25
257,2024-01-15,16:49:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
258,2024-01-15,18:27:00,Riverside,Coffee,Espresso,2.75,2,5.5
259,2024-01-15,13:44:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
260,2024-01-15,13:18:00,Riverside,Bakery,Croissant,3.5,1,3.5
261,2024-01-15,15:45:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
262,2024-01-15,08:03:00,Uptown Mall,Coffee,Cappuccino,4.0,1,4.0
263,2024-01-15,19:39:00,Downtown,Merchandise,Ground Coffee Bag,14.5,1,14.5
264,2024-01-16,19:52:00,Downtown,Bakery,Blueberry Muffin,3.25,3,9.75
265,2024-01-16,15:00:00,Riverside,Coffee,Cappuccino,4.0,1,4.0
266,2024-01-16,11:42:00,Downtown,Tea,Earl Grey,3.0,2,6.0
267,2024-01-16,14:17:00,Downtown,Coffee,Mocha,4.75,1,4.75
268,2024-01-16,10:33:00,Downtown,Bakery,Blueberry Muffin,3.25,2,6.5
269,2024-01-16,13:38:00,Riverside,Coffee,Espresso,2.75,1,2.75
270,2024-01-16,06:12:00,Uptown Mall,Coffee,Cold Brew,4.5,1,4.5
271,2024-01-16,08:49:00,Riverside,Tea,Herbal Blend,3.1,2,6.2
272,2024-01-16,10:12:00,Riverside,Merchandise,Ground Coffee Bag,14.5,1,14.5
273,2024-01-16,15:24:00,Downtown,Coffee,Latte,4.25,1,4.25
274,2024-01-16,07:08:00,Uptown Mall,Coffee,Latte,4.25,1,4.25
275,2024-01-16,11:20:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
276,2024-01-16,17:53:00,Uptown Mall,Tea,Chai Latte,4.1,1,4.1
277,2024-01-16,07:24:00,Riverside,Coffee,Cold Brew,4.5,1,4.5
278,2024-01-16,07:49:00,Riverside,Bakery,Croissant,3.5,1,3.5
279,2024-01-16,06:28:00,Downtown,Merchandise,Ground Coffee Bag,14.5,1,14.5
280,2024-01-16,18:10:00,Uptown Mall,Tea,Herbal Blend,3.1,2,6.2
281,2024-01-16,12:48:00,Downtown,Coffee,Americano,3.25,3,9.75
282,2024-01-16,15:19:00,Downtown,Tea,Chai Latte,4.1,1,4.1
283,2024-01-16,18:40:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
284,2024-01-16,11:55:00,Uptown Mall,Coffee,Cappuccino,4.0,1,4.0
285,2024-01-16,10:23:00,Riverside,Coffee,Cold Brew,4.5,1,4.5
286,2024-01-16,11:19:00,Downtown,Tea,Chai Latte,4.1,1,4.1
287,2024-01-17,13:43:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
288,2024-01-17,13:31:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
289,2024-01-17,07:40:00,Downtown,Merchandise,Gift Card,25.0,1,25.0
290,2024-01-17,11:58:00,Riverside,Merchandise,Gift Card,25.0,2,50.0
291,2024-01-17,18:33:00,Downtown,Coffee,Espresso,2.75,1,2.75
292,2024-01-17,17:27:00,Riverside,Bakery,Croissant,3.5,1,3.5
293,2024-01-17,18:52:00,Downtown,Bakery,Croissant,3.5,1,3.5
294,2024-01-17,09:08:00,Uptown Mall,Tea,Green Tea,3.0,1,3.0
295,2024-01-17,07:57:00,Uptown Mall,Coffee,Cappuccino,4.0,2,8.0
296,2024-01-17,14:07:00,Downtown,Coffee,Mocha,4.75,2,9.5
297,2024-01-17,09:33:00,Uptown Mall,Bakery,Croissant,3.5,1,3.5
298,2024-01-17,11:07:00,Downtown,Tea,Herbal Blend,3.1,1,3.1
299,2024-01-18,17:43:00,Downtown,Bakery,Croissant,3.5,1,3.5
300,2024-01-18,13:27:00,Riverside,Coffee,Mocha,4.75,1,4.75
301,2024-01-18,15:08:00,Riverside,Coffee,Americano,3.25,1,3.25
302,2024-01-18,19:12:00,Downtown,Coffee,Espresso,2.75,1,2.75
303,2024-01-18,10:11:00,Uptown Mall,Coffee,Cappuccino,4.0,1,4.0
304,2024-01-18,09:04:00,Riverside,Bakery,Blueberry Muffin,3.25,3,9.75
305,2024-01-18,14:21:00,Downtown,Bakery,Bagel,2.75,1,2.75
306,2024-01-18,12:57:00,Downtown,Coffee,Espresso,2.75,3,8.25
307,2024-01-18,10:18:00,Downtown,Bakery,Chocolate Chip Cookie,2.5,2,5.0
308,2024-01-18,09:03:00,Uptown Mall,Bakery,Bagel,2.75,1,2.75
309,2024-01-18,13:42:00,Riverside,Coffee,Cold Brew,4.5,2,9.0
310,2024-01-18,08:58:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
311,2024-01-18,10:40:00,Downtown,Coffee,Americano,3.25,2,6.5
312,2024-01-19,17:21:00,Uptown Mall,Bakery,Chocolate Chip Cookie,2.5,3,7.5
313,2024-01-19,10:32:00,Riverside,Coffee,Mocha,4.75,1,4.75
314,2024-01-19,19:27:00,Riverside,Bakery,Croissant,3.5,1,3.5
315,2024-01-19,08:23:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
316,2024-01-19,16:50:00,Uptown Mall,Coffee,Americano,3.25,1,3.25
317,2024-01-19,18:12:00,Uptown Mall,Coffee,Americano,3.25,1,3.25
318,2024-01-19,13:02:00,Uptown Mall,Coffee,Cappuccino,4.0,2,8.0
319,2024-01-19,19:03:00,Downtown,Coffee,Latte,4.25,1,4.25
320,2024-01-19,18:47:00,Riverside,Tea,Chai Latte,4.1,1,4.1
321,2024-01-19,15:51:00,Uptown Mall,Bakery,Croissant,3.5,1,3.5
322,2024-01-19,07:37:00,Downtown,Coffee,Espresso,2.75,1,2.75
323,2024-01-19,07:32:00,Downtown,Coffee,Mocha,4.75,1,4.75
324,2024-01-19,15:48:00,Downtown,Coffee,Latte,4.25,1,4.25
325,2024-01-19,16:56:00,Downtown,Bakery,Croissant,3.5,1,3.5
326,2024-01-19,12:56:00,Riverside,Coffee,Americano,3.25,1,3.25
327,2024-01-19,13:28:00,Downtown,Merchandise,Ground Coffee Bag,14.5,1,14.5
328,2024-01-19,14:36:00,Riverside,Coffee,Cold Brew,4.5,1,4.5
329,2024-01-19,12:53:00,Riverside,Merchandise,12oz Mug,12.0,1,12.0
